"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","21","14","1","1","28.762964","0","69"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","21","14","1","1","30.035372","0","62"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","21","14","1","1","29.197140","0","77"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","21","14","1","1","34.787556","0","75"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","21","20","1","1","34.867695","0","138"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","21","12","1","1","12.725299","0","64"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","21","14","1","1","27.987785","0","56"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","21","14","1","1","29.679710","0","74"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","21","14","1","1","31.025620","0","86"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","21","14","1","1","27.591736","0","74"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","21","14","1","1","27.992344","0","111"
"/Game/Additional3DModels/FBX/Helm_dialFaces.Helm_dialFaces","21","14","1","1","27.333399","0","80"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","6","1","1","3.891974","0","26"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","21","14","1","1","27.969215","0","94"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","21","14","1","1","32.640633","0","106"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","21","14","1","1","29.290285","0","106"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","21","14","1","1","29.498966","0","86"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","21","8","1","1","9.880651","0","43"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","21","8","1","1","0.000000","0","43"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","21","14","1","1","29.644045","0","87"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","21","14","1","1","33.339237","0","108"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","21","4","4","2","3.601653","0","6"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.793370","0","3"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","21","7","1","1","7.157798","0","34"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","21","28","1","1","29.484701","0","247"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","14","1","1","27.403028","0","62"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","21","14","1","1","27.325794","0","91"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","1","1","4.968259","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","7","1","1","7.240808","0","31"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","40","1","1","74.747612","0","443"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","21","6","1","1","15.328733","0","26"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","21","6","1","1","11.245698","0","26"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","21","14","1","1","33.436810","0","98"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","21","42","12","3","134.734283","0","205"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","21","56","29","2","195.304535","0","252"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","28","15","2","94.516998","0","131"
"/Interchange/gltf/M_Unlit.M_Unlit","21","26","13","6","33.470833","0","79"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","40","1","1","88.085182","0","551"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","40","1","1","107.230049","0","563"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","84","6","6","227.247009","0","503"
"/Interchange/gltf/M_Transmission.M_Transmission","21","18","2","2","48.541718","0","83"
"/Interchange/gltf/M_Sheen.M_Sheen","21","84","7","6","235.669006","0","460"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","84","7","6","212.360184","0","479"
"/Interchange/gltf/M_Default.M_Default","21","84","7","6","187.135193","0","424"
